Name,Club,Position,Overall,Predicted Overall
21Â G. Valverde,Club The Strongest,CB,65,66.23444977721435
M. GuzmÃ¡n,Estudiantes de La Plata,CB,65,64.72410276614578
M. Ivanovski,FC Dinamo 1948 BucureÅti,CF,62,61.75521587605965
W. Biedrzycki,Bruk-Bet Termalica Nieciecza,CB,63,62.23307489652423
21Â J. McAtee,Scunthorpe United,CAM,60,59.68836002539337
M. Bogarde,TSG Hoffenheim,CDM,64,64.10009004135244
A. Considine,Aberdeen,CB,67,66.89984769440565
R. Borges,Mumbai City FC,CDM,62,61.45341116511179
S. Graves,Randers FC,CB,64,63.899766425516106
21Â Naldo,Antalyaspor,CB,73,73.11752549724814
D. O'Shaughnessy,HJK Helsinki,CB,66,66.04322524910356
19Â B. ÃksÃ¼z,Antalyaspor,LB,63,62.899842833076896
J. Lynch,Crawley Town,CB,64,64.09983688789512
E. Utkus,KSV Cercle Brugge,CB,63,63.64654825649092
S. Walker,Tranmere Rovers,CF,60,60.35401522720263
J. Mary,Avispa Fukuoka,CF,69,69.09975282644581
A. Mawson,Fulham,CB,70,70.20918823728906
S. Kutschke,FC Ingolstadt 04,CF,67,66.89994500516522
S. Posch,TSG Hoffenheim,CB,75,74.89714014912175
D. Bain,Stade Brestois 29,CB,71,70.89969453830314
P. Halder,Jamshedpur FC,CB,58,57.54726158731692
M. Dabre,Swindon Town,LW,58,60.147121908216874
16Â L. Toni,Hellas Verona,CF,76,75.90035255586929
S. Smith,Cambridge United,CF,61,60.758836182753726
R. East,Swindon Town,CAM,56,56.67592024863786
J. Iredale,Cambridge United,LB,63,63.34131751987417
M. Alonso,Club AtlÃ©tico PeÃ±arol,RW,59,57.5670208993924
F. Dele-Bashiru,Sheffield Wednesday,CAM,58,58.699376571100245
D. Bakwa,FC Girondins de Bordeaux,RW,63,63.041980093251965
D. KocyÅa,WisÅa PÅock,RW,63,61.782671777299036
Insua,SD Huesca,CB,71,70.63537012886621
Y. Konoplia,Shakhtar Donetsk,RB,65,63.58811804835684
21Â T. Cavanagh,VÃ©lez Sarsfield,LB,62,60.881221185877926
F. Bettache,Oldham Athletic,CM,57,57.968266147423144
F. Jno-Baptiste,Ãstersunds FK,CF,61,61.10012803106598
21Â A. KÄ±zÄ±ldaÄ,GenÃ§lerbirliÄi SK,CB,64,63.831979602565035
Rodrigo BecÃ£o,Udinese Calcio,CB,74,74.10013488409116
U. Singh,Bengaluru FC,RW,57,57.460278085695734
RÃºben Fonseca,CD Tondela,CF,63,63.317720025611024
Saulo Mineiro,Yokohama FC,CF,63,63.100270464659864
A. Souper,CD Antofagasta,CAM,65,65.1254657842135
21Â S. Maierhofer,FC WÃ¼rzburger Kickers,CF,63,63.099874530573075
O. Tymchyk,Dynamo Kyiv,RB,72,70.10583172003425
David Costa,Racing Club de Lens,CAM,65,65.19484299542658
B. Baiye,Clermont Foot 63,CB,62,61.481265727793904
21Â M. Robin,FC Metz,CAM,61,61.23110276899706
21Â B. Manzano,AC Milan,CDM,65,64.78321668781214
08Â L. Thuram,FC Barcelona,CB,83,82.900059437927
M. Barbieri,Deportivo Toluca,CB,71,71.09993526608781
L. Davis,AFC Bournemouth,LB,64,64.52307324605668
D. Aimar,Barcelona Sporting Club,CB,70,70.13136207744769
H. Bah-TraorÃ©,Borussia Dortmund II,RB,61,60.82363682587379
J. Brown,St. Johnstone FC,RWB,63,62.85054962750296
H. MartÃ­nez,Junior FC,CB,63,65.0580840924111
F. Romagna,U.S. Sassuolo Calcio,CB,69,68.89968293057788
H. Al Hazaa,Ettifaq FC,CF,65,64.90023422022986
B. Adekanye,Lazio,RW,64,64.13618484742548
21Â W. Lisowski,PGE FKS Stal Mielec,RWB,60,59.47551438938878
F. Kruspzky,Arsenal de SarandÃ­,RW,60,59.972005692783526
V. Haroyan,CÃ¡diz CF,CB,71,70.28394467694997
J. Albrecht,Hertha BSC,CAM,57,56.950763437086714
K. Schlotterbeck,Sport-Club Freiburg,CB,72,71.04662706687652
R. Kehr,SpVgg Greuther FÃ¼rth,LW,63,62.89988455060815
A. JonjiÄ,FC Erzgebirge Aue,RW,61,60.79033261023287
08Â E. Chiesa,Siena,CF,79,78.90004299713983
C. Trejo,Club Atlas,CF,61,62.5215211142561
M. DoucourÃ©,NÃ®mes Olympique,CF,63,63.0935110656642
M. Gillesphey,Plymouth Argyle,CB,65,64.55042472659468
D. SzelÄgowski,RakÃ³w CzÄstochowa,CAM,62,62.08454839312182
S. Thesker,Holstein Kiel,CB,68,68.21451394695805
J. Novillo,Racing Club,CB,71,71.10002995062739
T. Aasgaard,Wigan Athletic,CAM,62,60.786750959176416
Miguel,Real Madrid CF,LB,66,64.96414498948482
M. Diaby,FC PaÃ§os de Ferreira,CB,71,71.09995439004017
Telmo Arcanjo,CD Tondela,CAM,61,60.099157529766366
T. Hadebe,Houston Dynamo,CB,67,67.09967470432662
16Â S. NikoliÄ,Bruk-Bet Termalica Nieciecza,CF,63,62.899730853519245
M. Burch,FC Luzern,CB,65,65.36149289568323
10Â Emerson,AC Milan,CDM,75,76.32597799321107
J. Blasco,Real Sociedad B,RB,66,63.798066529264254
S. Cornish,Colchester United,CM,55,55.37330322747831
Ricard,CD Lugo,RB,65,65.24761870989471
Luis Carbonell,Real Madrid CF,CF,63,63.311396307227234
ï¿½. Baiaram,Universitatea Craiova,RW,65,66.13680262193917
D. Hoogewerf,Manchester United,CF,60,59.900271929761075
Y. Osorio,Parma,CB,74,73.90010859860034
M. Nyeman,D.C. United,CM,58,58.09983243676564
21Â J. Hamilton,Columbus Crew,CF,64,64.28421962638315
S. Kersten,PEC Zwolle,CB,67,66.8997860206676
J. Diamond,Harrogate Town,RW,61,60.42830890057335
F. Kent,Peterborough United,CB,68,67.33229371475927
J. Hodge,Wolverhampton Wanderers,CAM,55,55.18686959409731
A. Fadera,SV Zulte Waregem,CF,60,60.35371529848534
Maciel,New England Revolution,CDM,64,63.03054309068259
L. Erwin,St. Mirren,CF,61,60.95383422762518
21Â M. Fossey,Fulham,RWB,61,61.84410134151847
R. Feely,Bohemian FC,RB,60,60.557782149767164
J. Reid,Coventry City,LWB,60,60.100182037826144
21Â C. Scott,FC Bayern MÃ¼nchen II,CAM,61,62.3600412223189
16Â M. Delgado,Toulouse Football Club,CF,61,60.93247039716434
J. Aidoo,RC Celta de Vigo,CB,74,73.99981780086513
S. RamÃ­rez,Club AtlÃ©tico HuracÃ¡n,RW,63,62.45569086324215
L. Woolfenden,Ipswich Town,CB,65,64.76326377742686
18Â N. Burdisso,Torino F.C.,CB,76,74.86526683374855
F. Helander,Rangers FC,CB,74,73.89976602324057
J. Sainati,SC Bastia,CB,66,65.79501390649318
T. D'Almeida,Cardiff City,CDM,56,56.110735954362895
21Â S. Hendrie,Morecambe,LWB,62,61.999558173328595
M. Grabowski,Bruk-Bet Termalica Nieciecza,LWB,62,61.36308697218814
P. Ceccaroni,Venezia FC,CB,66,66.25588675237053
P. StarzyÅski,WisÅa KrakÃ³w,RW,62,61.74914650902548
Algobia,Getafe CF,CAM,59,59.338257624584315
L. Mauragis,Newcastle Jets,CF,55,57.79517251302992
21Â A. Dzabana,Le Havre AC,CAM,61,61.802803137826054
Rodrigo Gomes,SC Braga,CF,63,63.41993699265049
I. Christie-Davies,Barnsley,CAM,58,58.61559629417014
M. Kaufmann,Hamburger SV,CF,64,63.27943945823572
C. Albornoz,AtlÃ©tico TucumÃ¡n,CB,60,59.65520465061845
R. Edmonds-Green,Rotherham United,CB,64,64.41547243049995
N. RamÃ­rez,CD Huachipato,CB,69,70.1667432289883
J. Torres,Club AtlÃ©tico Sarmiento,CF,66,65.91557746289924
S. Arce,MazatlÃ¡n Futbol Club,CF,59,59.100289035040966
Ricardinho,Santa Clara,CAM,61,60.89993178720211
D. Leyva,Seattle Sounders FC,CAM,56,57.24794841637832
L. Griebsch,Hallescher FC,LWB,58,57.41276302055062
M. Nakkim,MjÃ¸ndalen IF,CB,64,64.52916196436499
T. Tormin,Chamois Niortais Football Club,RW,61,61.07804483856752
T. Vargas,Montpellier HÃ©rault SC,RB,63,61.8316751793211
F. Fazio,Roma,CB,75,75.0997598606225
21Â R. Sans,FC Sochaux-MontbÃ©liard,LB,60,60.92474773197755
W. Faghir,VfB Stuttgart,CF,64,64.80920370476173
18Â P. Mertesacker,Arsenal,CB,80,79.9001084554984
19Â M. Britos,Watford,CB,73,71.88375264453997
M. Cestor,CFR Cluj,CB,68,67.33574098814935
L. Armstrong,Harrogate Town,CF,63,63.087757304637265
T. ItÅ,Sint-Truidense VV,LW,64,64.0999905381486
M. Naderi,Altay SK,CB,65,65.25186937640723
K. Baah,Watford,RW,60,59.86965329019182
18Â M. DiakitÃ©,Bari,CB,69,68.85758322867723
21Â A. TraorÃ©,FC Metz,LW,66,65.74102663160265
E. Shuranov,1. FC NÃ¼rnberg,CF,64,64.06263759586055
Pedro Henrique,VitÃ³ria de GuimarÃ£es,CB,74,73.89981484296618
21Â P. MÃ©ndez,Deportivo Binacional,CAM,62,59.716377500724874
Quevin Castro,West Bromwich Albion,CAM,60,59.89979552802791
L. Wales,Western United FC,RW,63,62.90023453267127
J. Grimaldo,Club Sporting Cristal,CAM,61,61.578062032897215
O. Bugiel,Sutton United,CF,60,59.899676880356154
Pedro Ortiz,Sevilla FC,CAM,60,59.89973449732931
A. BardakcÄ±,Ä°ttifak Holding Konyaspor,CB,69,67.86036711975197
I. Nuhu,KAS Eupen,RW,64,64.04913165946
K. Kinoshita,Urawa Red Diamonds,CF,62,62.100240175771624
O. ÃnlÃ¼Ã§ifÃ§i,SV Waldhof Mannheim 07,LW,59,61.28011510435367
I. Lidberg,Go Ahead Eagles,CF,58,58.223901956938896
Chumi,UniÃ³n Deportiva AlmerÃ­a,CB,67,66.71294493699571
20Â F. Lobos,Universidad de Chile,RW,65,64.89989583181357
K. Hinokio,PGE FKS Stal Mielec,CAM,61,59.555722044227544
David ArgÃ¼elles,Real Sporting de GijÃ³n,LB,61,60.43669904159861
21Â E. Beltramone,Club AtlÃ©tico Talleres,CAM,60,59.899888021599935
E. Zeballos,Boca Juniors,RW,64,63.74016441547407
O. CissÃ©,Oldham Athletic,CDM,62,62.100071359089014
T. Yanagi,Hokkaido Consadole Sapporo,RB,63,61.730547831750144
20Â K. Gipson,SG Sonnenhof GroÃaspach,RB,61,60.900237604435446
R. Dadashov,CD Tondela,CF,63,63.60111210599071
Z. Celar,FC Lugano,CF,64,64.06308512675167
N. Powder,Real Salt Lake,LB,62,61.89995101151761
L. Pinckert,FC Viktoria 1889 Berlin,CB,60,60.13829976856808
K. Tachibanada,Kawasaki Frontale,CDM,58,57.89964765162721
H. Yamada,Cerezo Osaka,CF,62,61.89981971102665
Yoon Jong Gyu,FC Seoul,RB,61,61.12261984747243
21Â D. Sesay,Crawley Town,RWB,60,60.10036271823937
R. SigurÃ°sson,AC Milan,CB,67,67.3954129499645
P. Å kuletiÄ,Montpellier HÃ©rault SC,CF,69,68.89975823154657
A. Ãlvarez,Club Universidad Nacional,CAM,59,57.7689817961531
J. Greaves,Hull City,CB,67,66.03706395070841
J. Reid,Stevenage,CF,60,59.75874876300022
A. Papadopoulos,Borussia Dortmund II,CB,64,64.3085781828424
J. Arp,Holstein Kiel,CF,66,65.77402807258576
Asier CÃ³rdoba,AD AlcorcÃ³n,LW,61,61.10028073792955
G. Hanley,Norwich City,CB,75,74.2416554142559
AndrÃ© Anderson,Lazio,CAM,64,64.69621754495161
A. KonatÃ©,Nottingham Forest,CAM,61,61.08485453671315
M. Neuer,FC Bayern MÃ¼nchen,GK,90,85.08364833911506
J. Okedina,Cambridge United,CB,60,61.39536541805816
21Â J. Djourou,FC NordsjÃ¦lland,CB,69,69.09966035792318
21Â Y. FortunÃ©,Angers SCO,CAM,60,60.0710507923519
O. Pohlmann,Borussia Dortmund II,RW,61,60.037818869445445
A. PeÃ±a,Cruz Azul,CB,63,63.30258968180748
21Â C. Stokes,Forest Green Rovers,CB,63,62.04931237983202
Ignasi Miquel,SD Huesca,CB,71,70.8996951881817
U. ÄeriÄ,Suwon Samsung Bluewings,CF,65,65.1000768107552
M. Morrison,Reading,CB,71,70.9083308219145
E. Bristow,Reading,LB,60,59.78106298090221
S. BabiÄ,UniÃ³n Deportiva AlmerÃ­a,CB,70,70.83351652055896
21Â P. SanÃ©,Rodez Aveyron Football,CF,61,60.90017180071034
21Â M. Diagne,Royal Charleroi S.C.,CB,69,68.33462184563753
G. Lloris,AJ Auxerre,CB,69,68.36761325850014
21Â G. Kashia,San Jose Earthquakes,CB,68,67.9012407694729
Diogo Izata,Gaz Metan MediaÅ,CDM,60,59.34146156156812
K. Denkey,KSV Cercle Brugge,CF,67,67.89089742636169
21Â Y. Yashiki,Oita Trinita,CAM,59,58.218900374622
C. Daferner,SG Dynamo Dresden,CF,67,66.89975885944916
D. Johnson,Fleetwood Town,CB,63,63.02612655573109
R. Alves,Servette FC,CAM,56,57.11719218026253
N. Doodeman,SC Cambuur,RW,64,64.59226389360688
J. Rodon,Tottenham Hotspur,CB,72,72.10004809321958
R. Zekhnini,Molde FK,RW,64,64.10030765287786
21Â E. Castillo,AC Milan,CDM,62,61.89968643008725
A. Thompson,Leyton Orient,CB,63,63.1439297486383
M. Andersen,Barnsley,CB,72,72.01414851520914
R. Hardie,Plymouth Argyle,CF,64,64.10018960707389
G. Gerzel,Platense,LW,64,64.0998024665138
A. Carboni,Cagliari,CB,68,67.79919680865682
S. Nakano,Sagan Tosu,LB,60,59.01944819854273
D. Febles,Aragua FÃºtbol Club,CF,66,66.34365818108252
T. KlupÅ,Lech PoznaÅ,RW,64,63.52116840676457
T. Sabitzer,WSG Tirol,RW,63,63.03000863773203
S. Abdul Samed,Clermont Foot 63,CDM,61,60.874371095037546
B. SepÃºlveda,Arsenal de SarandÃ­,CF,65,63.924432977557714
H. Narzary,Hyderabad FC,LW,58,57.9308876343689
Daniel Penha,Newcastle Jets,CAM,61,60.900004756904885
F. HÃ¼bner,1. FC NÃ¼rnberg,CB,71,71.10018161916602
Montero,BeÅiktaÅ JK,CB,70,69.60179062163802
D. Pike,Blackburn Rovers,RB,62,61.42866868327646
J. Richardson,Nottingham Forest,RB,61,60.429749080510824
R. Cabral,Club AtlÃ©tico HuracÃ¡n,RW,63,62.73015646552418
21Â D. Khalid,Amiens SC,CAM,63,63.49703353433608
17Â P. Brandl,spusu SKN St. PÃ¶lten,RWB,54,54.64180369544296
S. Shopov,SC Heerenveen,CAM,62,62.10003978012253
20Â V. Nambishi,Silkeborg IF,CDM,56,59.16523594571418
N. Ochojski,Sportclub Verl,RB,60,58.99240023296974
L. Giaccone,Rosario Central,CAM,61,60.41300094591784
18Â I. Zuev,Zenit St. Petersburg,CB,63,61.74154007604488
M. Silva,Real Salt Lake,CB,68,67.89971328284344
E. Agbadou,KAS Eupen,CB,68,67.89979228072971
I. ÃztÃ¼rk,Altay SK,CB,67,67.45052475267174
Y. Begraoui,Toulouse Football Club,CF,62,61.89894975902433
D. Pavlovic,Standard de LiÃ¨ge,CB,63,63.10008412191221
M. Godinho,Vancouver Whitecaps FC,RWB,62,61.91814933602957
21Â B. Cottrell,Arsenal,CAM,56,57.370940688091466
19Â A. Morgan,Sligo Rovers,CF,62,61.83309192482656
M. DembÃ©lÃ©,Rodez Aveyron Football,CF,63,63.36759605757413
J. Orozco,Club Tijuana,GK,75,74.89987993179531
Paulo Fajarda,AssociaÃ§Ã£o Chapecoense de Futebol,CB,68,68.10017289910759
A. Nukan,GÃ¶ztepe SK,CB,70,70.1000215725068
L. Stergiou,FC St. Gallen 1879,CB,67,67.10018654555846
21Â Alfredo,Levante UniÃ³n Deportiva,RW,63,63.1003582855425
M. Smith,Millwall,CF,67,67.09991057112708
M. Kramer,RKC Waalwijk,CF,65,64.8263645433072
J. Gibson,Carlisle United,RW,61,60.772523530671315
19Â S. Yesil,KFC Uerdingen 05,CF,63,63.100047430945196
L. Osaki,Vissel Kobe,CB,67,66.79136225044057
M. Svoboda,Venezia FC,CB,66,66.10025037110667
M. VitÃ­k,AC Sparta Praha,CB,68,67.73329475626711
D. Rosales,Deportivo Toluca,RB,62,61.899737319978925
B. Utvik,Sarpsborg 08 FF,CB,65,66.05287051634778
J. Ayunga,Morecambe,CF,60,60.82765826359059
R. Takao,Gamba Osaka,CB,65,64.72317374645229
Fran Navarro,Gil Vicente FC,CF,63,63.14542699707202
Y. Yamagishi,Avispa Fukuoka,CF,65,64.76017384755232
Y. Baas,Ajax,LB,62,62.40484968811556
Wei Zhen,Shanghai Port FC,CDM,63,63.10004879581786
Jubal,AJ Auxerre,CB,71,71.57245886006298
R. Bentancourt,Club AtlÃ©tico PeÃ±arol,CF,63,62.89692295223243
LÃ©o Duarte,Ä°stanbul BaÅakÅehir FK,CB,70,70.09972066491933
21Â F. GonzÃ¡lez,Newell's Old Boys,LW,64,63.90041546819887
21Â E. Metu,spusu SKN St. PÃ¶lten,CAM,55,57.154039108904115
H. Clarke,Ross County FC,CB,60,60.63159927007304
K. Ramsay,Crewe Alexandra,RB,62,62.42915118547498
A. GarcÃ­a,Club Universidad Nacional,CAM,60,60.35589434468808
K. Dermaku,Lecce,CB,68,68.11687556267796
20Â R. Hepburn-Murphy,Derby County,CF,63,62.33450519499849
E. KÃ¼c,FC Viktoria 1889 Berlin,RW,61,61.713620291633234
K. Triantafyllopoulos,PogoÅ Szczecin,CB,67,66.89977566566434
A. Badan,Oldham Athletic,LB,60,58.517272940015665
21Â J. Bakali,AS Monaco,LW,64,63.69628404182927
T. Keller,FC Ingolstadt 04,CB,65,65.23014746687
20Â K. Roberts,Walsall,CB,63,62.15459340684133
F. GardoÈ,FC Academica Clinceni,CB,65,64.89988424534324
U. Demirok,Yukatel Kayserispor,CB,68,67.89973427101927
20Â L. TraorÃ©,CFR Cluj,CF,69,68.89963422978435
C. Kinsombi,SV Sandhausen,RW,62,61.713838944768625
21Â J. Carcela-GonzÃ¡lez,Standard de LiÃ¨ge,CAM,59,59.53360667593293
G. Madrigal,Gallos Blancos de QuerÃ©taro,CF,64,64.1000538181396
A. Pyrka,Piast Gliwice,CAM,63,63.11185192546796
M. te Vrede,Abha Club,CF,68,67.90016318431887
L. Sobiech,SV Darmstadt 98,CB,72,72.37743655975466
B. Gibson,Norwich City,CB,72,71.89959458381435
R. Salinas,Club AtlÃ©tico Sarmiento,CF,66,65.89978884583454
D. Miculescu,AFC UTA Arad,CF,60,60.25639046468282
QueirÃ³s,Real Valladolid CF,CB,69,69.1666676245836
R. Huescas,Cruz Azul,CM,53,54.43191281466441
R. Tulloch,West Bromwich Albion,CF,61,61.85110938318547
Y. Mikhailov,FC Schalke 04,CAM,59,58.06999973309612
P. Patterson,Waterford FC,CAM,57,57.09991403768008
21Â M. Ndjoli,Barrow,CF,59,59.30414795018629
21Â K. Tokura,Cerezo Osaka,CF,66,65.90028481884356
P. Sabbag,Newell's Old Boys,CF,66,66.10004105578965
T. Flanagan,Sunderland,CB,66,65.89963602060467
21Â J. Fabisch,Hamburger SV,CDM,58,58.95559443394934
A. Benedyczak,Parma,CF,63,62.97407285809216
Ricardinho,Clube Sport MarÃ­timo,CF,65,65.10018212259396
L. Clarke,Bristol Rovers,CF,63,63.088362105971285
N. Dussenne,Standard de LiÃ¨ge,CB,69,69.09999057685255
C. John,Doncaster Rovers,CB,62,61.73262232141045
A. Borkovic,SK Sturm Graz,CB,65,64.40992749433323
A. Mighten,Nottingham Forest,RW,67,66.89995290336613
R. Luna,Arsenal de SarandÃ­,LW,60,60.100169427835596
21Â W. Rickard,Burnley,CAM,56,55.12316002708479
C. Goode,Brentford,CB,67,67.10021383678303
W. Carmona,New York Red Bulls,LW,59,59.84670779264439
J. David,Hamburger SV,CB,64,63.84218496121305
Naim GarcÃ­a,CD LeganÃ©s,RW,63,62.9418810428623
18Â R. Murphy,Gillingham,CF,61,60.206860632845235
17Â Y. RiviÃ¨re,Dijon FCO,CF,67,66.89981813300842
J. Dunne,Queens Park Rangers,CB,68,67.44698328125025
P. Sciortino,Olympique de Marseille,CDM,61,59.163884880556395
J. von Moos,Vitesse,CF,60,60.46551856226803
J. Laporte,FC Lorient,CB,72,71.76309061864816
N. Ngcobo,Kaizer Chiefs,LW,62,62.7711739937039
J. McMaster,Minnesota United FC,CF,59,59.10034402687812
Hwang Hyun Soo,FC Seoul,CB,65,66.05161655216214
K. Kostorz,Legia Warszawa,LW,58,59.54870695611007
J. Bothroyd,Hokkaido Consadole Sapporo,CF,65,65.39143587232255
V. Radonja,AEK Athens,RB,63,62.37585396269671
R. Vita,Barnsley,LWB,61,61.09976865971696
A. Awad,Ãstersunds FK,CAM,60,60.497183437002136
L. MartÃ­nez Dupuy,Rosario Central,CF,64,63.74354941344994
A. Tripaldelli,Cagliari,LB,63,62.52427268473639
V. De Baunbag,RCD Mallorca,CF,60,60.85247442756524
Marc Echarri,CD LeganÃ©s,CF,64,64.09974606719949
18Â Sergio Arribas,CD LeganÃ©s,CAM,61,59.48992977467551
F. DÃ­az,Club Deportivo Jorge Wilstermann,CAM,57,58.75612266527845
Iker Pozo,Manchester City,CM,57,56.85452804966863
M. Melbourne,Stevenage,CB,62,62.386231651032205
S. Ibrahim,Club de Foot MontrÃ©al,CF,59,59.100425342143545
M. Woledzi,FC NordsjÃ¦lland,CB,62,61.434017003708036
P. Yeboah,Hellas Verona,CF,59,60.23260447508312
L. Borges,AC Milan,RB,60,59.716098378618625
L. Molyneux,Hartlepool United,LW,59,59.91723785744321
Alan Godoy,Deportivo AlavÃ©s,CF,62,62.20912318713066
Bubacar DjalÃ³,HJK Helsinki,CB,63,63.0493003565127
H. Biggins,Fleetwood Town,CAM,59,59.27020978459677
D. Strelec,Spezia,CF,62,61.6963204564302
T. KnÃ¶ll,TÃ¼rkgÃ¼cÃ¼ MÃ¼nchen,CF,65,64.89980572460529
21Â S. Asoma,Club Brugge KV,CDM,57,56.28220976577006
Z. Bailey,FC Cincinnati,RWB,58,56.578518275012996
21Â C. Brym,Royal Excel Mouscron,CF,61,61.100285074146186
I. Diabate,RCD Mallorca,CF,63,62.90014626334252
Rafael Pereira,Al Ain FC,CB,63,62.89972103614033
L. Berdugo,Junior FC,CAM,56,56.5091258530444
T. Beermann,VfL OsnabrÃ¼ck,CB,70,69.89967256226952
M. Å verko,FC Groningen,CB,63,64.03015384223164
K. CannavÃ²,Empoli,CF,58,57.99355008551255
J. Yeboah,Willem II,LW,64,63.33721795825864
J. Aitchison,Forest Green Rovers,CAM,60,60.38258836507931
E. Mihaj,PAOK,CB,65,64.62141465851656
J. Guthrie,Northampton Town,CB,66,65.7103907044863
T. Gundelund,Vejle Boldklub,RWB,61,61.100174749429726
T. Matthews,Varbergs BoIS FC,LW,63,62.15930061783492
M. Spano Rahou,Valenciennes FC,CB,66,66.09979579076013
A. Virginius,FC Sochaux-MontbÃ©liard,RW,65,64.89994912359523
F. Almada,Rosario Central,CB,65,65.273772316805
A. Kuruniyan,Bengaluru FC,LW,58,58.566849372562274
F. MonzÃ³n,Platense,CF,64,63.88284557736499
M. Lamti,Hannover 96,CDM,62,61.68121547121529
Raphael Rossi,Radomiak Radom,CB,67,66.67303237334721
21Â V. Berisha,AFC Chindia TÃ¢rgoviÈte,CF,63,63.34342652488796
S. Banks,Crystal Palace,CAM,59,58.74936910042004
20Â J. Steiger,RZ Pellets Wolfsberger AC,CAM,58,57.2840559427885
R. Oratmangoen,Go Ahead Eagles,RW,65,67.10454495395119
15Â A. Coulibaly,Valenciennes FC,CB,64,64.01197479988804
21Â N. RniÄ,RZ Pellets Wolfsberger AC,CB,66,65.9448819510568
A. Jeremejeff,BK HÃ¤cken,CF,66,66.10022279705709
N. DePuy,LA Galaxy,CB,64,64.52213115447225
Lobete,Real Sociedad B,CF,66,65.64333103848871
M. LjubiÄiÄ,Hajduk Split,CF,67,67.0773208072308
H. Kyprianou,Leyton Orient,CDM,60,58.35505851872957
B. Uaferro,1. FC SaarbrÃ¼cken,CB,63,62.974997770157614
21Â S. PeriÄ,RZ Pellets Wolfsberger AC,CB,64,63.956230558014376
K. Torgersen,StabÃ¦k Fotball,CM,56,56.52705963799093
E. Hottmann,TÃ¼rkgÃ¼cÃ¼ MÃ¼nchen,CF,61,60.5108029474823
Vitao,Shakhtar Donetsk,CB,67,65.69658022703379
F. Aksoy,Aytemiz Alanyaspor,CB,67,67.1002442096517
J. Champness,GZT Giresunspor,LW,64,64.05328411788386
20Â M. Belyaev,AC Milan,CB,72,71.45978688425612
E. Colley,Spezia,CF,67,66.60276650137811
J. Phojo,Clermont Foot 63,RB,60,60.10030053803444
S. Fernandes,FC Goa,RB,61,59.957904107445145
Kim Bo Seop,Incheon United FC,CF,61,61.06689324166689
N. Collins,Burnley,CB,71,70.45221863873708
A. Bella Kotchap,VfL Bochum 1848,CB,71,70.89759304976695
G. Miura,Gamba Osaka,CB,70,70.18329158291341
J. Nshimirimana,Yeni Malatyaspor,CDM,59,57.14566725254344
20Â H. Ndam,FC Cincinnati,CB,63,62.44750632801747
R. Sweeney,Dundee FC,CB,64,64.09983278432348
T. Watanabe,FC Tokyo,CB,68,68.61336455816976
M. Batmaz,Karlsruher SC,CF,64,64.09985431414626
L. Cundle,Wolverhampton Wanderers,CAM,54,55.01435732148822
21Â S. KulenoviÄ,Dinamo Zagreb,CF,63,63.22218792519591
D. Oshilaja,Burton Albion,CB,65,65.35205041064523
N. Isimat-Mirin,Sporting Kansas City,CB,70,69.89975788615672
J. Nuttall,Blackpool,CF,60,60.25585003064106
C. Doyle,Sunderland,CB,64,63.04047091891828
W. Ferry,Crawley Town,LW,61,60.90004085927482
C. Harries,Bristol Rovers,CB,62,62.09981406325996
C. Ibarra,Club AtlÃ©tico ColÃ³n,LB,60,60.558516532793725
D. Spence,Nottingham Forest,RB,65,65.11254395499074
A. Lind,Silkeborg IF,CF,58,57.4813748386085
L. BÃ¼nning,SV Meppen,CB,64,63.67201762572513
Rahul KP,Kerala Blasters FC,RW,57,56.46635195547294
K. Pedersen,StabÃ¦k Fotball,CB,64,63.65599117921082
J. Å½ambÅ¯rek,Brentford,CAM,62,61.89986233676896
Y. Ayari,AIK,RW,55,56.20127041421146
M. Palomino,Houston Dynamo,CAM,62,62.65592569006797
D. Mebude,AFC Wimbledon,CF,59,59.100213639088494
A. Idah,Norwich City,CF,67,66.89992350528553
L. Collins,Newport County,CAM,56,56.966500092424326
M. Jahfali,Al Hilal,CB,65,64.74799030594082
21Â R. Bengtsson,MalmÃ¶ FF,CB,71,70.89981955029467
20Â M. GÃ³mez,Envigado FC,CF,65,64.1653916103036
E. ÃzkayÄ±moÄlu,GÃ¶ztepe SK,CF,60,60.10040578599619
Y. Omar,Al Hazem,CF,59,59.10022755848775
K. BrÃ¼nker,1. FC Magdeburg,CF,63,63.003211668076325
D. Scarr,Plymouth Argyle,CB,64,63.95621892300503
Pedro,N.E.C. Nijmegen,CF,64,64.28239535390554
P. Kirk,Longford Town,LB,58,58.03990198657137
21Â Z. Diallo,Racing Club de Lens,CB,67,66.89970383536098
D. Kelly,Dundalk FC,RW,62,61.966811269908746
K. Ward,Mansfield Town,CAM,54,55.7800532607219
21Â M. Diatta,Pau FC,CB,59,58.23228314558787
21Â M. Pedersen,SÃ¸nderjyskE,CB,63,62.181067665132275
21Â M. Volta,Benevento,CB,68,67.97126303469156
GonÃ§alo Silva,Radomiak Radom,CB,67,66.89977633256393
J. Flores,Club The Strongest,RW,57,56.900369050374636
M. Barbery,Club AtlÃ©tico Nacional PotosÃ­,CAM,60,60.09985927616332
K. Hovi,FC Viktoria 1889 Berlin,CF,60,59.42324683432592
F. Kaya,FC Ingolstadt 04,CF,64,63.89983316444152
A. Colassin,RSC Anderlecht,CF,65,65.18687273690578
